Zip_Code,Median
10312,84427.5
10314,90215.0
10451,13246.0
10452,31051.0
10453,20106.0
10454,21411.0
10455,21900.0
10456,20830.0
10457,22180.5
10458,28036.0
10459,25358.0
10460,21000.0
10461,65399.0
10462,50097.0
10463,75241.5
10465,77842.0
10466,36703.0
10467,39835.0
10468,32522.0
10469,46769.5
10470,52788.0
10471,93413.0
10472,24226.0
10473,22136.0
10474,25682.0
10475,29507.0
10502,193667.0
10507,42139.5
10509,108763.0
10511,300000.0
10512,300000.0
10514,141413.0
10516,300000.0
10517,85945.0
10523,193234.0
10528,101808.0
10533,125244.0
10538,300000.0
10540,120060.0
10541,92752.0
10543,72032.0
10550,51603.0
10552,48389.5
10553,42854.0
10560,300000.0
10562,300000.0
10566,55985.0
10570,108164.0
10573,65738.0
10576,300000.0
10579,86509.0
10580,197818.0
10583,140178.0
10588,300000.0
10590,217008.5
10591,300000.0
10594,167462.0
10598,144356.0
10603,114548.0
10604,180076.5
10605,172947.0
10607,198499.5
10701,55517.0
10703,183418.0
10704,111832.0
10705,66496.5
10706,68641.0
10707,196856.0
10708,188499.0
10709,74441.0
10710,65355.0
10801,68736.0
10803,212250.0
10804,300000.0
10805,54287.5
10901,79825.0
10913,115560.0
10919,194004.0
10920,93469.0
10921,91243.0
10923,88988.0
10924,123088.0
10927,46603.5
10928,105073.0
10940,62992.0
10950,300000.0
10952,66653.5
10954,34526.0
10956,146275.0
10960,99878.0
10963,190680.0
10965,89553.0
10968,103713.0
10973,94075.0
10977,44684.5
10980,300000.0
10984,113806.0
10990,150000.0
10992,201437.0
11001,300000.0
11003,196949.0
11004,300000.0
11010,209111.5
11020,95758.5
11023,131543.0
11024,300000.0
11030,205990.0
11040,119548.0
11050,81327.5
11096,48669.0
11101,53288.0
11102,71272.0
11103,72110.5
11104,58435.0
11105,67720.5
11106,57291.5
11109,131519.0
11201,105949.0
11203,50894.0
11204,47755.0
11205,48790.0
11206,45012.0
11207,29242.5
11208,44534.0
11209,60421.5
11210,61343.0
11211,71659.0
11212,35880.0
11213,25388.5
11214,42508.5
11215,111087.0
11216,55610.0
11217,73062.0
11218,48377.0
11219,40049.5
11220,34115.0
11221,34818.5
11222,84134.0
11223,36460.5
11224,42970.0
11225,38898.5
11226,43782.5
11228,68875.0
11229,54688.0
11230,45218.0
11231,120695.0
11232,38938.0
11233,46352.5
11234,100578.0
11235,46205.0
11236,73014.5
11237,53927.5
11238,66050.0
11239,20205.0
11354,50601.5
11355,40544.0
11356,54073.0
11357,81203.5
11358,75309.0
11360,300000.0
11361,70457.0
11362,188584.5
11363,56005.0
11364,300000.0
11365,99241.0
11366,54781.0
11367,46561.0
11368,50000.5
11369,178110.0
11372,43922.0
11373,51673.0
11374,72419.0
11375,75553.0
11377,55773.0
11378,55745.0
11379,72771.0
11385,52153.0
11411,89008.0
11412,180581.0
11413,88771.0
11414,300000.0
11415,84335.5
11416,60289.5
11417,65744.0
11418,65482.0
11419,63301.0
11420,50459.5
11421,76773.5
11422,202706.5
11423,300000.0
11426,52667.0
11427,65977.0
11428,63869.5
11432,49395.0
11433,173663.5
11434,300000.0
11435,63392.5
11436,58787.0
11501,300000.0
11507,194521.0
11510,300000.0
11516,300000.0
11518,196816.0
11520,70200.5
11530,300000.0
11542,173039.0
11545,300000.0
11548,92564.5
11550,114157.0
11552,98347.0
11553,300000.0
11554,181834.5
11557,300000.0
11558,91529.0
11561,78077.0
11563,77303.5
11565,206321.5
11566,209910.0
11568,133122.5
11570,183177.0
11572,300000.0
11575,78373.5
11579,57414.0
11580,206599.5
11581,108528.0
11590,72146.0
11596,300000.0
11691,18895.0
11692,66938.5
11693,23031.0
11694,97990.0
11701,79864.0
11702,103774.0
11703,300000.0
11704,300000.0
11705,82402.5
11706,77449.0
11709,103254.0
11710,120861.0
11714,300000.0
11715,82896.0
11716,300000.0
11717,74448.5
11719,85668.0
11720,197125.5
11722,54975.0
11724,300000.0
11725,96080.0
11726,183296.5
11727,96378.0
11729,101700.0
11730,86593.0
11731,204194.5
11732,113516.0
11733,124917.0
11735,82140.0
11738,115702.0
11740,86065.0
11741,100243.0
11742,98954.0
11743,142136.5
11746,166115.0
11747,119785.0
11749,99516.0
11751,207344.5
11752,92813.0
11753,144102.0
11754,108444.0
11755,117847.0
11756,109944.0
11757,83659.0
11758,200802.0
11762,300000.0
11763,300000.0
11764,115485.0
11766,141212.0
11767,115786.0
11768,112991.5
11769,300000.0
11770,300000.0
11771,142667.0
11772,108481.0
11776,95647.0
11777,300000.0
11778,196513.5
11779,85285.0
11780,138770.0
11783,117211.0
11784,71351.0
11786,126510.0
11787,300000.0
11788,216610.5
11791,243817.0
11792,137303.0
11793,300000.0
11795,221885.5
11796,136578.0
11801,300000.0
11803,111512.0
11901,180238.0
11930,101123.0
11932,111914.0
11933,82267.0
11934,300000.0
11937,135058.0
11940,68340.0
11944,78079.0
11949,300000.0
11951,42026.0
11952,94138.0
11953,64995.5
11954,73646.0
11959,69485.0
11960,300000.0
11963,104216.0
11964,300000.0
11967,191673.0
11968,67989.0
12010,53153.5
12015,50870.5
12019,300000.0
12020,191173.0
12025,56586.0
12029,76733.0
12032,41994.0
12037,300000.0
12043,46326.0
12045,300000.0
12047,75736.0
12051,57083.5
12053,300000.0
12054,68346.5
12065,194099.5
12068,44244.5
12078,43165.0
12083,49502.0
12084,179137.0
12090,61843.0
12095,53119.5
12110,300000.0
12117,51491.0
12122,60468.0
12123,84555.5
12125,62655.0
12134,51715.0
12140,300000.0
12144,49702.0
12148,300000.0
12154,69735.0
12155,53371.0
12158,64043.0
12170,300000.0
12180,50539.5
12182,31698.0
12186,85314.5
12188,83811.0
12189,56625.0
12196,62720.0
12197,50887.0
12202,20379.5
12203,185206.5
12204,64190.0
12205,300000.0
12206,159464.5
12207,43259.0
12208,50370.0
12209,37867.0
12210,35355.0
12211,102112.0
12226,300000.0
12302,70028.0
12303,93612.0
12304,55170.0
12306,47448.0
12308,32159.5
12309,300000.0
12401,54106.0
12404,54763.0
12412,64065.0
12413,300000.0
12414,52252.0
12422,51025.0
